NCTId,BriefTitle,OverallStatus,Facility,City,State,Zip,Country,SiteStatus,Latitude,Longitude
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Northwestern University,Chicago,Illinois,60611,United States,RECRUITING,41.85003,-87.65005
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,University Of Iowa,Iowa City,Iowa,52242,United States,RECRUITING,41.66113,-91.53017
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,University of Kentucky,Lexington,Kentucky,40536-0284,United States,RECRUITING,37.98869,-84.47772
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Tufts Medical Center,Boston,Massachusetts,02111,United States,RECRUITING,42.35843,-71.05977
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Boston Medical Center,Boston,Massachusetts,02118,United States,RECRUITING,42.35843,-71.05977
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,WA Uni School Of Med,St Louis,Missouri,63110,United States,RECRUITING,38.62727,-90.19789
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Oregon Health Sciences University,Portland,Oregon,97239,United States,RECRUITING,45.52345,-122.67621
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Univ Of TX MD Anderson CC,Houston,Texas,77030,United States,RECRUITING,29.76328,-95.36327
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,University of Texas MD Anderson Cancer Center,Houston,Texas,77030,United States,RECRUITING,29.76328,-95.36327
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,LDS Hospital,Salt Lake City,Utah,84143,United States,RECRUITING,40.76078,-111.89105
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Clayton,Victoria,3168,Australia,RECRUITING,-37.91667,145.11667
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Graz,,8036,Austria,RECRUITING,47.06733,15.44197
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Vienna,,1090,Austria,RECRUITING,48.20849,16.37208
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Salvador,Estado de Bahia,41253-190,Brazil,RECRUITING,-12.97563,-38.49096
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Barretos,São Paulo,14784 400,Brazil,RECRUITING,-20.55722,-48.56778
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,São Paulo,São Paulo,01232-010,Brazil,RECRUITING,-23.5475,-46.63611
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,São Paulo,São Paulo,01308-050,Brazil,RECRUITING,-23.5475,-46.63611
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,São Paulo,,01509-010,Brazil,RECRUITING,-23.5475,-46.63611
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Olomouc,,779 00,Czechia,RECRUITING,49.59552,17.25175
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Prague,,128 00,Czechia,RECRUITING,50.08804,14.42076
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Prague,,128 08,Czechia,RECRUITING,50.08804,14.42076
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Aarhus N,,8200,Denmark,RECRUITING,56.20367,10.17317
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Bordeaux,,33076,France,RECRUITING,44.84124,-0.58046
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Marseille,,13005,France,RECRUITING,43.29695,5.38107
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Nantes,,44093,France,RECRUITING,47.21725,-1.55336
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Paris,,75013,France,RECRUITING,48.85341,2.3488
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Paris,,75014,France,RECRUITING,48.85341,2.3488
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Strasbourg,,67091,France,RECRUITING,48.58392,7.74553
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Toulouse,,31054,France,RECRUITING,43.60426,1.44367
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Vandœuvre-lès-Nancy,,54511,France,RECRUITING,48.66115,6.17114
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Stuttgart,Baden-Wurttemberg,70376,Germany,RECRUITING,48.78232,9.17702
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Frankfurt am Main,Hesse,60528,Germany,RECRUITING,50.11552,8.68417
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Cologne,North Rhine-Westphalia,50937,Germany,RECRUITING,50.93333,6.95
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Leipzig,Saxony,04103,Germany,RECRUITING,51.33962,12.37129
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Jena,Thuringia,07740,Germany,RECRUITING,50.92878,11.5899
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Essen,,45147,Germany,RECRUITING,51.45657,7.01228
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Mainz,,55131,Germany,RECRUITING,49.98185,8.28008
NCT06581198,"A Study of Rapcabtagene Autoleucel in Active, Refractory Systemic Lupus Erythematosus (SLE) or Lupus Nephritis (LN) Patients (AUTOGRAPH - SLE/LN)",RECRUITING,Novartis Investigative Site,Nuremberg,,90419,Germany,RECRUITING,49.45421,11.07752
